ESTUDIO;PONDERADOR;REGION_DEF;F0;A_EXACTA;A_RANGO;F3_SEXO;N_HOGAR;N_AFILIADOS;SEXO_1;EDAD_1;AFI_1;SEXO_2;EDAD_2;AFI_2;SEXO_3;EDAD_3;AFI_3;SEXO_4;EDAD_4;AFI_4;SEXO_5;EDAD_5;AFI_5;SEXO_6;EDAD_6;AFI_6;SEXO_7;EDAD_7;AFI_7;SEXO_8;EDAD_8;AFI_8;SEXO_9;EDAD_9;AFI_9;SEXO_10;EDAD_10;AFI_10;SELECCION;P2;P3;P4;P5;P6;A1;A2;A2_COD_1;A2_COD_2;A2_COD_3;A2_COD_4;A2_COD_5;A3;A4;A4_COD_11;A4_COD_21;A4_COD_3;A4_COD_4;A4_COD_5;A4_COD_1_1;A4_COD_1_2;A4_COD_1_3;A4_COD_1_4;A4_COD_1_5;A4_COD_2_1;A4_COD_2_2;A4_COD_2_3;A4_COD_2_4;A4_COD_2_5;A5;A6;A7_1;A7_2;A8;A9_1;A9_2;A9_3;A9_4;A9_5;A9_6;A9_7;A10_1;A10_OTRO1;A10_2;A10_OTRO1_1;A11_1;A11_OTRO1;A11_2;A11_OTRO2;A12_1;A12_OTRO1;A12_2;A12_OTRO2;A13_1;A13_OTRO1;A13_2;A13_OTRO2;A14;A15;A_15_COD_1;A_15_COD_2;A_15_COD_3;A_15_COD_4;A_15_COD_5;B1;B2;B3_1;B3_2;B3_OTRO;B3A;B4;B5;B6;B6_OTRO;B7;B9A;B9B;B9C;B10_1;B10_2;B10_3;B10_4;B10_5;B10_6;B12;B13;B14;B14_1;B14_2;B14_1_1;B14_2_1;B14_TOTAL;B14_TOTAL_1;C1;C4;C5_1;C5_2;C5_3;C5_OTRO;C6;C8_1;C8_2;C8_3;C8_4;C8_5;C8_6;D1;D2;D2_OTRO;D3_11;D3_21;D3_31;D3_41;D3_1;D3_2;D3_3;D3_4;D3_1_1;D3_2_1;D3_3_1;D3_4_1;D3_TOTAL;D3_TOTAL_1;D4;D5_1;D5_2;D6_1;D6_OTRO1;D6_2;D6_OTRO2;D7;D7_OTRO;D8;D8_1;D10;D10_1;D10_2;D10_1_1;D10_2_1;D10_TOTAL;D10_TOTAL_1;D13_1;D13_2;D14;D15;D16;D17;E1;E1_OTRO;E10;E10_OTRO;E11;E11_OTRO;E2;E2_OTRO;E3;E3_OTRO;E4;E5;E5_OTRO_1;E6;E8_1;E8_2;E8_3;E8_4;E8_5;E8_6;E8_7;E8_8;E8_9;E8_10;E8_11;E9;E9_1;E9_1_COD_1;E9_1_COD_2;E9_1_COD_3;E12_1;E12_2;E12_3;E13;E13_1;E13_1_COD_1;E13_1_COD_2;E13_1_COD_3;E13_1_COD_4;E14;E15_1_1;E15_1_2;E15_1_3;E15_1_4;E15_1_5;E15_1_6;E15_1_7;E15_1_8;E15_2_1;E15_2_2;E15_2_3;E15_2_4;E15_2_5;E15_2_6;E15_3_1;E15_3_2;E15_3_3;E15_3_4;E15_3_5;E15_3_6;E15_4_1;E15_4_2;E15_4_3;E15_4_4;E15_4_5;E15_5_1;E15_5_2;E15_5_3;E15_5_4;E15_5_5;E15_6_1;E15_6_2;E15_6_3;E15_6_4;E15_6_5;E15_6_6;E15_7_1;E15_7_2;E15_7_3;E15_7_4;E15_7_5;E15_7_6;E15_7_7;E15_8_1;E15_8_2;E15_8_3;E15_8_4;E15_8_5;E15_8_6;E15_8_7;E15_9_1;E15_9_2;E15_9_3;E15_9_4;F1;F1_1;F2;F3;F4_LITERAL;F4_COD_1_1;F4_COD_1_2;F5;F7;CAB_EDAD;CAB_SEXO;CAB_REGION;FECHA;EQUILIBRAR_FONASA_1;REGION_TIPO_FONASA;C_81;C_82;C_83;C_84;C_85;C_86;A3_logit;A1_dico;A5_dico;A7_1dico;A7_2dico;A14_dico;C4_dico;B2_dico;a10_bajoscostos;a11_espera;a11_sinespecialistas;a12_cobertura;a13_costos;C6_rec;filter_$;PredictedValue;PredictedValue_1
15516_SALUD_REGIONES;0,134274895;16;1;79;3;1;2;2;2;78;2;1;79;2; ; ; ; ; ; ; ; ; ;2;01-10-19;2;1;2;6;-; ; ; ;5;Las ges le cambiaron los remedios;261; ; ; ;261; ; ; ;261; ; ; ;6;2;6;6;2;-;-;-;-;9;-;7;-;1;-;100;-;7;Tener especialistas en mi comuna;31; ;1;6;2; ;-;1;4;-;2;5;1;-;4;2;8;8;8;8;4;2;-;-;-;5;-;77;1;5;2;1;1;-;1;-;98;-;1;-;1;-;2;-;5;5;5;5;5;5;5;5;5;5;5;1;Fiscalida incumplimiento de las isapres;344; ;4; ;1;El buen funcionamiento del sistema;555; ; ;3;2; ; ; ; ;2; ; ; ;8; ; ; ;7; ; ;6; ; ;9; ; ; ; ;9; ; ; ; ;2; ; ; ;6; ;15;29;2;-;9;3;1;1;2;95;0;1;0;1;1;1;1;1;0;1;0;0;0;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,606426807;13;1;61;3;2;5;5;1;80;1;2;83;1;2;61;1;2;55;1;1;20;1; ; ; ; ; ; ; ; ; ;3;29-03-58;1;1;1;2;6;-; ; ; ;6;M·s mÈdicos;233; ; ; ;233; ; ; ;233; ; ; ;4;3;3;4;2;3;-;1;-;4;-;2;-;-;-;-;-;4;No en todo cumplen;0; ;3; ;-;-;2;6;5;-;4;4;4;4;4;4;4;2;-;-;-;7;-;77;2;2;-;8;-;2;-;5;-;-;-;4;4;4;4;4;4;4;4;4;4;4;88;-; ;1; ;88;-; ; ;2;2; ; ; ; ;9; ; ; ;9; ; ; ;8; ; ;2; ; ;4; ; ; ; ;1; ; ; ; ;2; ; ; ;9; ;9;17;1;99;DueÒa de casa;8;88;2;9;3;2;2;1;16;16;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;23;1;1;3;3;1;23;2;1;56;2;2;53;2; ; ; ; ; ; ; ; ; ;1;23-10-19;2;3;2;5;-; ; ; ;3;Por que creo que la!salud deberÌa ser gratis y el sistema que hay en este momento es perverso ya que si no tienes isapres no tiene una salud de calidad;111; ; ; ;111; ; ; ;111; ; ; ;5;3;6;6;2;-;-;-;-;9;-;100;-;1;-;100;-;98;Que no existieran solo eso;99; ;3; ;-;-;3;-;4;3;3;3;3;3;3;2;-;-;-;5;-;77;2;98;-;98;-;98;-;98;-;0;Ninguna;2;-;1;1;1;1;1;1;1;1;1;1;1;88;-; ;98; ;88;-; ; ;98;9; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;14;28;2;-;9;1;1;2;2;96;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;61;3;1;4;2;1;61;2;2;57;2; ; ; ; ; ; ; ; ; ;1;23-04-01;2;1;2;6;-; ; ; ;7;La clÌnica que me atiendo est· cubierta por kimisapre al 100% en todo sistema medicamento y salud;272; ; ; ;272; ; ; ;272; ; ; ;7;1;7;7;2;-;-;-;-;3;-;8;-;10;-;99;-;7;Nada;0; ;2;6;98; ;-;3;4;-;2;5;1;2;-;4;5;4;3;4;4;4;2;-;-;-;5;-;77;2;1;-;1;-;1;-;1;-;1;-;2;-;3;2;1;4;4;2;2;3;3;3;2;1;Inspecciona y controla sistema salud;353; ;2; ;88;-; ; ;5;4;6; ; ; ; ;6; ; ; ;6; ; ; ;6;4; ; ;6;4; ; ;6; ; ; ; ;6; ; ; ; ;6; ; ; ;6;4; ;15;35;1;1;No responde;999;998;99;9;3;1;2;2;96;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;69;3;1;9;4;1;69;2;2;69;2;1;40;2;2;38;2; ; ; ; ; ; ; ; ; ;1;08-08-50;2;1;2;6;-; ; ; ;6;Buenos centros medicos;252; ; ; ;252; ; ; ;252; ; ; ;6;2;7;7;2;-;-;-;-;2;-;5;-;1;-;100;-;6;Bajar costos;61; ;2;6;98; ;-;3;4;-;3;-;4;8;8;8;5;8;8;1;2;-;98;2;7;7;11;-;-;4;-;77;2;1;-;5;-;6;-;5;-;98;-;2;-;5;5;5;5;5;6;6;6;5;4;5;1;Fiscalizar y controlar al sistema de salud;343; ;1;2;3;88;-; ; ;3;8; ; ; ; ;6; ; ; ;6; ; ; ;98; ; ;8; ; ;98; ; ; ; ;98; ; ; ; ;98; ; ; ;98; ;15;30;1;4;Otros;999;999;99;9;3;1;2;2;96;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,417516135;10;1;55;3;1;1;1;1;55;2; ; ; ; ; ; ; ; ; ;1;25-07-64;2;1;2;5;-; ; ; ;5;Porque esta conforme con su prevision;203; ; ; ;203; ; ; ;203; ; ; ;5;1;5;5;2;-;-;-;-;1;-;2;-;1;-;8;-;5;Mas especialista/cobertura en medicamentos;31;73; ;3; ;-;-;3;-;99;9;9;9;9;9;9;2;-;-;-;5;-;99;2;5;-;5;-;98;-;6;-;99;-;2;-;5;5;5;5;5;5;5;5;5;5;5;99;-; ;4; ;99;-; ; ;99;99; ; ; ; ;99; ; ; ;99; ; ; ;99; ; ;99; ; ;99; ; ; ; ;99; ; ; ; ;99; ; ; ;99; ;16;27;2;-;9;3;1;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,703437695;1;1;36;2;2;3;1;2;36;1; ; ; ; ; ; ; ; ; ;1;23-09-83;1;2;1;2;7;-; ; ; ;7;Es el seguro que puede tener;208; ; ; ;208; ; ; ;208; ; ; ;7;2;6;6;2;9;-;3;-;3;-;9;-;-;-;-;-;7;Es bueno;0; ;2;7;5; ;-;1;4;-;2;7;1;-;4;5;5;4;4;4;4;2;-;-;-;1;-;77;2;2;-;2;-;2;-;2;-;-;-;6;5;5;5;5;5;5;6;5;5;6;88;-; ;1; ;88;-; ; ;7;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ;2; ; ;2; ; ; ; ;2; ; ; ; ;2; ; ; ;2; ;9;18;2;-;9;2;2;1;2;17;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,290223735;6;1;47;2;1;4;2;1;47;2;2;47;2; ; ; ; ; ; ; ; ; ;1;02-05-72;2;1;1;4;Tuve una enfermedad igual me pidieron el cheque y era urgencia;93; ; ; ;5;Si es urgente igual cobran;1; ; ; ;1; ; ; ;1; ; ; ;6;2;1;1;2;-;-;-;-;6;-;2;-;1;-;3;-;1;Los costos en los planes;62; ;2;4;6; ;-;1;4;-;3;-;4;8;8;8;8;8;8;2;-;-;-;5;-;77;2;4;-;4;-;6;-;5;-;4;-;2;-;6;6;1;1;5;4;1;2;5;2;6;1;Fiscaliza la salud;342; ;4; ;1;Del afiliado;531; ; ;4;1;4;5;6; ; ; ; ;4; ; ; ;4; ; ; ;4; ; ;4; ; ;4; ; ; ; ;4; ; ; ; ;4; ; ; ;4; ;11;19;1;5;Jefe;4;142;9;9;2;1;1;1;86;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,417516135;10;1;35;2;2;3;1;2;35;2; ; ; ; ; ; ; ; ; ;1;02-10-84;2;1;2;5;-; ; ; ;5;Porque la han atendido bien;222; ; ; ;222; ; ; ;222; ; ; ;5;99;5;5;2;-;-;-;-;99;-;99;-;99;-;99;-;99;Solo mas medicos;31; ;3; ;-;-;3;-;99;3;3;3;3;3;3;99;-;-;-;99;-;77;2;5;-;5;-;99;-;6;-;98;-;2;-;6;5;5;5;6;4;5;5;4;4;5;99;-; ;99; ;88;-; ; ;5;98; ; ; ; ;98; ; ; ;98; ; ; ;9; ; ;99; ; ;99; ; ; ; ;99; ; ; ; ;98; ; ; ;99; ;13;27;2;-;9;2;2;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;47;2;2;4;4;2;47;2;1;52;2;1;27;2;2;22;2; ; ; ; ; ; ; ; ; ;1;09-05-71;2;2;2;5;-; ; ; ;5;Lento el sistema tanto en clinicas y hospitalles y muy burocratico;113; ; ; ;113; ; ; ;113; ; ; ;5;2;5;5;2;-;-;-;-;100;-;100;-;100;-;2;-;5;Sobre los reembolsos;1; ;1;5;1; ;-;3;4;-;2;7;1;-;4;5;5;8;5;5;5;2;-;-;-;4;-;77;2;4;-;6;-;6;-;5;-;4;-;2;-;4;4;5;5;6;4;5;5;4;4;5;1;responder ante dudas de las personas o demandas por la mala atencion;332; ;4; ;88;-; ; ;5;4;5;6; ; ; ; ;8; ; ; ;6;5;4; ; ; ;5;1;4; ; ;7;5; ; ;4;5; ; ; ; ;5;4; ; ; ; ;5; ; ; ;5; ;15;31;2;-;9;2;2;2;2;96;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;1,459851939;13;1;73;3;2;3;1;2;73;1; ; ; ; ; ; ; ; ; ;1;18-09-46;1;2;1;2;5;-; ; ; ;1;Mala asistencia de salud;31; ; ; ;31; ; ; ;31; ; ; ;5;2;6;1;2;4;-;3;-;4;-;2;-;-;-;-;-;1;Es mala la stencion;11; ;3; ;-;-;3;-;4;8;8;5;8;8;8;2;-;-;-;1;-;77;2;22;Consultorio;2;-;2;-;3;-;-;-;8;7;8;8;8;8;1;8;8;8;8;88;-; ;4; ;88;-; ; ;1;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ;2; ; ;2; ; ; ; ;2; ; ; ; ;2; ; ; ;8; ;6;5;2;-;9;3;2;2;1;32;32;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,279829207;1;1;20;1;2;1;1;2;20;2; ; ; ; ; ; ; ; ; ;1;05-10-99;2;1;1;5;-; ; ; ;5;No es muy bueno;111; ; ; ;111; ; ; ;111; ; ; ;5;98;6;6;98;-;-;-;-;1;-;9;-;6;-;8;-;6;La cobertura a nivel nacional;71; ;2;5;2; ;-;2;98;-;2;6;98;-;3;8;8;8;8;8;8;2;-;-;-;4;-;88;98;4;-;5;-;6;-;7;-;3;-;98;-;6;3;3;4;4;2;6;3;6;4;6;88;-; ;2; ;88;-; ; ;6;3;4; ; ; ; ;4; ; ; ;4; ; ; ;4; ; ;4; ; ;4; ; ; ; ;4; ; ; ; ;4; ; ; ;4; ;7;14;2;-;9;1;2;1;2;81;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,606426807;13;1;59;3;2;5;3;2;59;1;1;64;1;2;34;1; ; ; ; ; ; ; ; ; ;1;05-05-60;1;1;1;2;5;-; ; ; ;5;Muchas demora e atenciÛn y colaboraciÛn para el paciente;32; ; ; ;32; ; ; ;32; ; ; ;5;2;3;2;2;1;-;9;-;2;-;3;-;-;-;-;-;3;QuÈ haya un sistema atenciÛn m·s r·pida;12; ;2;2;2; ;-;1;4;-;2;2;1;2;-;4;3;3;3;3;3;3;2;-;-;-;2;-;77;2;2;-;2;-;2;-;2;-;-;-;5;5;5;8;5;8;5;8;8;5;8;88;-; ;1; ;88;-; ; ;1;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ;2; ; ;2; ; ; ; ;2; ; ; ; ;2; ; ; ;2; ;9;18;2;-;9;3;2;2;1;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;20;1;2;3;3;2;20;2;1;49;2;2;52;2; ; ; ; ; ; ; ; ; ;1;02-02-99;2;3;2;5;-; ; ; ;6;Porque atienden r·pido;222; ; ; ;222; ; ; ;222; ; ; ;5;1;6;6;1;2;2;2;2;2;2;2;-;-;-;-;4;-;8;-;88;-;88;-;6;No lo se;98; ;3; ;-;-;3;-;4;8;8;8;8;8;8;2;-;-;-;4;-;77;1;5;1;1;1;-;5;-;98;-;98;-;1;-;2;-;5;6;4;5;5;8;5;6;8;8;8;1;Controlar situaciones de abuso o negligencia;353; ;4; ;1;Buena atenciÛn a la salud;501; ; ;4;2; ; ; ; ;6; ; ; ;6; ; ; ;9; ; ;6;4; ; ;98; ; ; ; ;6; ; ; ; ;2; ; ; ;9; ;14;29;2;-;9;1;2;2;1;96;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;1,564129379;13;1;64;3;1;3;1;1;64;1; ; ; ; ; ; ; ; ; ;1;16-03-55;1;98;1;2;6;-; ; ; ;6;Por que es buen sistema se pueden comprar bonos y tener mejor atenciÛn;202;221; ; ; ;202;221; ; ; ;202;221; ; ; ;5;2;6;6;2;1;-;9;-;3;-;9;-;-;-;-;-;6;Me han informado para lo que he necesitado;21; ;2;6;5; ;-;1;4;-;3;-;4;8;8;8;8;8;8;2;-;-;-;2;-;77;2;2;-;2;-;98;-;2;-;-;-;5;5;2;5;5;5;4;5;5;5;5;88;-; ;1; ;88;-; ; ;98;2; ; ; ; ;2; ; ; ;2; ; ; ;98; ; ;2; ; ;2; ; ; ; ;2; ; ; ; ;2; ; ; ;2; ;7;14;2;-;9;3;1;2;1;80;1;1;0;1;1;1;0;1;1;0;1;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,215823642;4;1;58;3;1;2;2;1;58;2;2;55;2; ; ; ; ; ; ; ; ; ;1;07-08-61;2;1;2;5;-; ; ; ;6;Porque es una buena opciÛn de protegerse;208; ; ; ;208; ; ; ;208; ; ; ;6;2;4;6;2;-;-;-;-;2;-;7;-;2;-;100;-;6;Poner m·s sucursales;105; ;2;5;5; ;-;3;4;-;2;6;98;-;4;5;5;5;5;5;5;2;-;-;-;6;-;77;2;5;-;4;-;6;-;7;-;7;-;2;-;6;6;6;6;6;6;6;6;6;6;6;88;-; ;98; ;88;-; ; ;99;8; ; ; ; ;9; ; ; ;1; ; ; ;2;4; ; ;5;4; ; ;4; ; ; ; ;4; ; ; ; ;4; ; ; ;4; ;9;18;1;5;Minero;3;158;9;9;3;1;1;2;84;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;2,812929064;5;1;45;2;1;4;2;1;45;1;2;36;1; ; ; ; ; ; ; ; ; ;1;10-12-74;1;4;1;2;1;Porque  siempre  que voy al hospital  tengo que pagar igual es casi lo mismo que ir a una clinivq;14; ; ; ;1;Porque  la salud 3s mala la gente  se amanece esperando atenciÛn  de urgencia;32; ; ; ;32; ; ; ;32; ; ; ;4;3;3;4;2;1;-;7;-;1;-;2;-;-;-;-;-;4;Que sea todo atenciÛn salud mÈdicos, trato, infraestructura;11;31;101; ;3; ;-;-;2;7;98;-;4;8;8;4;8;8;4;2;-;-;-;1;-;77;2;98;-;6;-;4;-;5;-;-;-;4;5;2;5;1;3;5;5;2;3;1;88;-; ;98; ;88;-; ; ;1;2; ; ; ; ;9; ; ; ;9; ; ; ;4; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;13;27;1;2;ConstrucciÛn y remodelaciÛn;4;60;10;5;2;1;1;1;53;54;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,279829207;1;1;36;2;2;5;2;2;36;2;1;40;2; ; ; ; ; ; ; ; ; ;1;13-12-82;2;1;1;2;Porque las isapres tienen tope;14; ; ; ;2;Porque la cobertura en Iquique son solo clinicas;14; ; ; ;14; ; ; ;14; ; ; ;2;3;3;2;2;-;-;-;-;5;-;8;-;3;-;5;-;4;Nada;0; ;2;5;2; ;-;2;4;-;2;6;1;2;3;-;4;8;2;2;2;2;3;2;-;-;-;2;-;77;2;4;-;5;-;5;-;5;-;4;-;2;-;5;5;5;5;5;5;5;5;5;5;5;1;Fiscaliza;341; ;4; ;1;Respeten las garantÌas;532; ; ;3;9; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;15;29;1;2;Consultor;4;63;9;9;2;2;1;2;81;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;22;1;1;4;4;1;22;2;1;49;2;2;50;2;1;16;2; ; ; ; ; ; ; ; ; ;1;12-10-19;2;3;1;5;-; ; ; ;5;Muy caro los servicios;1; ; ; ;1; ; ; ;1; ; ; ;6;2;6;6;2;-;-;-;-;1;-;5;-;100;-;1;-;6;mayor informacion en las alzas;61; ;3; ;-;-;3;-;4;8;8;8;8;8;8;2;-;-;-;5;-;77;2;98;-;6;-;6;-;6;-;98;-;2;-;5;4;4;4;4;4;4;3;4;3;4;88;-; ;4; ;88;-; ; ;98;6; ; ; ; ;6; ; ; ;6; ; ; ;6; ; ;6; ; ;6; ; ; ; ;6; ; ; ; ;6; ; ; ;9; ;17;31;2;-;9;1;1;2;1;96;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,440098151;8;1;65;3;2;2;2;2;65;2;1;75;2; ; ; ; ; ; ; ; ; ;1;04-07-54;2;1;1;6;-; ; ; ;6;Porque estoy afiliada en una buena Isapre;210; ; ; ;210; ; ; ;210; ; ; ;7;2;6;6;2;-;-;-;-;1;-;4;-;1;-;2;-;6;En que envÌen correos para que den m·s informaciÛn al usuario;21; ;2;5;2; ;-;1;4;-;2;5;1;2;-;4;3;3;3;3;4;4;2;-;-;-;4;-;77;2;1;-;1;-;1;-;1;-;1;-;2;-;5;3;3;5;3;4;6;4;3;4;5;1;Es un servicio que se les brinda a todos los usuarios con problemas de licencia mÈdica;314; ;1;2;3;1;No sÈ mucho solo se que es un lugar donde reclamar por el sistema de salud;522; ; ;4;2; ; ; ; ;4;6; ; ; ;6;4; ; ; ;6;4; ; ;6;4; ; ;6;4; ; ; ; ;6;4; ; ; ; ;6;4; ; ; ;6;4; ;13;28;1;1;Jefe;4;142;9;9;3;2;1;2;88;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
